"timestamp","consent","lifesat","econnow","econfut","attcheck","discuss_nat","discuss_eu","discuss_loc","trust_media","trust_parties","trust_legal","trust_police","trust_army","trust_gov","trust_eu","trust_nato","imageeu","demsat","ukract_sanction","ukract_weapons","ukract_refugee","prolific_id","age","sex","residence","education","party"
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Never","Never","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Tend to agree","Totally disagree","Don't know","EH6I29FNZE",29,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Never","Frequently","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Not at all satisfied","Totally disagree","Totally agree","Totally agree","BJP3W1M4XY",22,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Never","Occasionally","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Don't know","Totally disagree","Tend to agree","L49GX9GAPX",27,"female","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally disagree","Totally agree","Q3LBP0ZNZ3",26,"female","Wales",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Few times a month","Frequently","Never","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Neutral","Don't know","Totally agree","Totally agree","Totally agree","C81VYP5J6S",23,"male","South West",NA,NA
NA,"I agree","Not very satisfied","Rather good","The same","Once a day","Occasionally","Frequently","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Very satisfied","Totally agree","Totally agree","Totally agree","P25O1A5X9R",26,"male","London",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Never","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Don't know","Totally agree","Totally disagree","1ATKN19XW0",25,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Never","Never","Never","Occasionally","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Fairly positive","Not at all satisfied","Totally agree","Tend to agree","Tend to agree","QBLVJGFJ0M",19,"male","Scotland",NA,NA
NA,"I agree","Not very satisfied","Rather good","Worse","Once a day","Never","Never","Occasionally","Tend not to trust","Don't know","Don't know","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Don't know","Tend to agree","Tend to disagree","Don't know","4XTY2TLVSD",23,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Never","Occasionally","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Not very satisfied","Tend to agree","Don't know","Totally agree","13LQCQEN3N",20,"female","East of England",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Never","Occasionally","Frequently","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Fairly positive","Very satisfied","Totally agree","Tend to agree","Totally agree","8411BR9AZF",26,"female","Northern Ireland",NA,NA
NA,"I agree","Not very satisfied","Rather good","The same","Once a day","Frequently","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Very satisfied","Totally agree","Tend to agree","Totally disagree","R9W1XRWKIF",18,"male","Wales",NA,NA
NA,"I agree","Not very satisfied","Rather bad","The same","Once a day","Frequently","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Don't know","Neutral","Fairly satisfied","Tend to agree","Totally agree","Totally agree","KBSGOR5QSB",21,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Never","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend not to trust","Don't know","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Tend to agree","Q3PRPCILGD",23,"male","South East",NA,NA
NA,"I agree","Very satisfied","Rather good","The same","Once a day","Never","Occasionally","Don't know","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Neutral","Fairly satisfied","Totally disagree","Totally agree","Totally agree","DYCLJ0M11V",22,"male","North West",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Better","Once a day","Occasionally","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Fairly positive","Fairly satisfied","Totally agree","Tend to agree","Totally agree","UKUGJLT8E9",28,"female","East of England",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Never","Never","Never","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Fairly negative","Very satisfied","Totally agree","Totally agree","Totally agree","UVPN7GB4XS",28,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Frequently","Frequently","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","9W3Y9NZEL3",20,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Better","Once a day","Frequently","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Very positive","Not at all satisfied","Totally disagree","Totally agree","Don't know","9M6Q1A39SC",27,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Don't know","Better","Once a day","Frequently","Occasionally","Frequently","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Fairly negative","Fairly satisfied","Tend to agree","Totally agree","Totally agree","BLFARNIBJG",20,"female","Scotland",NA,NA
NA,"I agree","Not very satisfied","Rather bad","The same","Once a day","Never","Occasionally","Never","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Neutral","Fairly satisfied","Tend to disagree","Totally agree","Totally agree","UQEY65TO46",23,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Fairly satisfied","Totally agree","Tend to agree","Totally agree","VOZ45DFKX0",26,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather good","Better","Once a day","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Very satisfied","Totally agree","Totally agree","Totally agree","N1LL4KL0MM",22,"male","East of England",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Don't know","Totally agree","Totally agree","Totally agree","8PB83BOI5B",18,"male","London",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Once a day","Occasionally","Frequently","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Fairly negative","Fairly satisfied","Tend to agree","Don't know","Tend to agree","N4GOSJ3063",29,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather good","Better","Once a day","Never","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Fairly satisfied","Totally agree","Totally agree","Tend to agree","9ZH8AAE58U",27,"male","South East",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend not to trust","Don't know","Tend to trust","Fairly positive","Fairly satisfied","Don't know","Totally disagree","Totally agree","WPCSKFJGH0",25,"female","West Midlands",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Once a day","Frequently","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Totally agree","2DE0IRC5XN",23,"male","West Midlands",NA,NA
NA,"I agree","Very satisfied","Don't know","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly negative","Fairly satisfied","Totally agree","Tend to agree","Totally agree","NMKWFVU4D4",29,"male","West Midlands",NA,NA
NA,"I agree","Not at all satisfied","Rather bad","Worse","Once a day","Frequently","Never","Occasionally","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Very satisfied","Tend to agree","Totally agree","Totally agree","91R6T36J05",22,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Don't know","Worse","Few times a month","Frequently","Never","Never","Don't know","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Tend to agree","Totally agree","Totally agree","FA8PJDJABS",19,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Frequently","Occasionally","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Neutral","Fairly satisfied","Tend to agree","Totally agree","Totally agree","7HL8SEPPBF",27,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Very good","Worse","Once a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Tend to agree","Totally agree","BAIPTV2885",25,"female","East of England",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Never","Never","Tend not to trust","Don't know","Don't know","Tend not to trust","Don't know","Tend not to trust","Don't know","Tend to trust","Fairly negative","Not at all satisfied","Totally agree","Totally disagree","Totally agree","FD173IUFZ1",28,"male","London",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Never","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally disagree","Tend to agree","Totally agree","82G2O3WQ2H",19,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Very good","Worse","Once a day","Occasionally","Occasionally","Never","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Neutral","Not at all satisfied","Totally agree","Tend to agree","Totally agree","0MWITLPAHL",24,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Once a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Tend to agree","FACPBAOJJ6",18,"female","Scotland",NA,NA
